Texto,Etiquetado
"@daysiceroni Educaaa, los pastos, qué feeling!!!! De hecho, un reencuentro en la u csm!!!",Positivo
I miss u,Positivo
@paola2459,Neutro
:'(,Neutro
????????,Neutro
??,Neutro
@msfatimaj que lloremos dice,Positivo
@alexandrafl_here waaa,Positivo
@mariafe_chumbiauca24 ??????,Positivo
@carmen_contreras21 @jharimaventura ??????,Neutro
Un profesor nos comentó que el jefe de jardineros trabajaba desde casa y le enviaban fotos de los jardines para evaluar el trabajo. Felicitaciones por su trabajo! ??,Positivo
??????,Neutro
??????????,Positivo
????,Neutro
??,Positivo
??,Neutro
@aletm1233 :(,Neutro
@aletm1233 @pierochavezg ??????,Neutro
lloro:( @pierochavezg @marilucia_22,Positivo
@immaara @marbuluc84 ??,Neutro
??,Positivo
@zabrieg.r oe tú quieres que llore no? uu,Negativo
@itsdairasalc ??,Neutro
La Biblioteca Central y escuchar de fondo el trinar de los pájaros que acompañan la lectura ??.,Positivo
@marlon_alay0 @italoacsa momento :c,Positivo
??????,Neutro
Extraño tanto a mi universidad ????????,Positivo
????????????,Neutro
@itsdairasalc tomaria 3 horas en carro pero valdria la pena :(,Positivo
@carla_tippe @jagger1504 F,Negativo
????,Positivo
@jasi.lc pronto..,Positivo
Llevo un año en la U y ni la conozco ????,Positivo
@jalexis_castillo mis condolencias,Positivo
@qeeny_solier que fue promocion :(,Neutro
@jalexis_castillo i feel u,Positivo
@brenditaaaa202,Neutro
Veo muchos decir que extrañan la Universidad. Imagínense cómo nos sentimos los cachimbos 2020 :'v,Positivo
EXTRAÑO TANTOOO!!??,Positivo
??????,Positivo
@leslie.eliz @vanenl19 ???? ??,Positivo
@candy.jessica ahí nos tirábamos a dormir ??????,Positivo
El huequito de letras @candy.jessica ??,Positivo
@mariaguerrero6503 extraño cuando comíamos por educa,Positivo
@milifloresnope @melparedes28 ????????????????????,Neutro
Que nostalgia!!! ??,Positivo
"@milykmz voy a hacerle screen, para ir  el 2023",Neutro
@zxmarxz ????,Positivo
@milykmz confirmooo,Positivo
@milykmz ??????????,Neutro
@milykmz CONFIRMO,Positivo
Cuarto piso del Z en verano y ver el atardecer,Neutro
@enzomdvich ay siii! Nuestros almuerzos! ????,Positivo
@lalapradaz qué filinn ??,Positivo
??,Neutro
@vql,Neutro
@meche.2000 shi ??,Neutro
@valeriasantos_14 prontito ????,Positivo
@nathaly_marub ??????,Neutro
@gabrielcordovac chatito ?,Neutro
@gabrielcordovac ??????????,Positivo
@gabrielcordovac  los romantikos viendo el sunset ??,Positivo
"extraño ver el sunset en el nuevo complejo con @grisfiorella, @anapaulaservat y la chata (@laanitarosa) luego de comprar granola o fruta en sociales :’)",Positivo
"Uyuyyyy.. si nostalgia, pero recompensada...La Mejor Universidad del Perú....??????",Positivo
@isabeldeabril al menos la vi ayer mientras me daba un paro por no llegar al aeropuerto aaaaaa,Positivo
@mauricioespinosac la pucpcita ptm ????????,Positivo
@diegoalonzo.gg cómo se da me entristece en ig? :'(,Positivo
@dia.bautista @dianambrosio ??,Neutro
Extraño la pucp!!!!! ??,Positivo
Los jardines son muy bellos,Positivo
@marcelagiuliana x2 :(,Neutro
ya me deprimí :(,Positivo
@mire.valenting dms nostalgia ??,Positivo
@valerie.penaranda,Neutro
Voa llorar ????????,Positivo
"@yuying__hu yo sí, en verano 2020 ??",Positivo
@yuying__hu x1000,Positivo
@yuying__hu lloro??,Positivo
Ni siquiera pude tener una clase ???? @mixifer_ @franhatt @alonso_rivera_g,Negativo
??????????,Neutro
#NAME?,Neutro
@churro.crudo ???????? cuando regresaremos a clases,Neutro
Gracias! (:,Positivo
@maira.mava love uuuu to the moon,Positivo
@calamba_vicrojcot jajaja a ti en refilo...... y todos ladoa,Neutro
@jazminf27 momento desbloqueado :'),Positivo
@maira.mava nos extraño ahí,Positivo
Volverías a la caseta del coro ????,Positivo
Las Universidades deben ser protagonistas en el gobierno de Perú.,Neutro
Y el compromiso con los alumnos al no bajar pensiones y obligarlos a desistir de sus estudios?,Negativo
Evidencia n° 47484 de que PUCP sigue siendo una máquina de Zurdos desde tiempos inmemoriales,Negativo
"La calidad de vida de la población, depende del respeto que tengan los poderes hacia la gente, ALERTAS A LA DEFENSA DE LA DEMOCRACIA",Neutro
Y la San Pablo??? @ucatolicasanpablo ???,Negativo
Den día libre para poder ir a marchar!!!,Negativo
Esperemos que el maduro peruano pueda leer este pronunciamiento??,Negativo
@upao_peru !?,Negativo
@medicina_upch @marcacayetano ??,Negativo
@carmenprado79 Es tu punto de vista y no lo comparto. Saludos,Negativo
@amadormerinoreyna calladito te ves bien pelón ????,Negativo
@nara.lo.183 a llorar al río federica. ????,Negativo
@amadormerinoreyna no fue golpe????????,Neutro
"Y cuando el ex presidente  Vizcarra cerró inconstitucionalmente el congreso, ustedes se pronciaron en contra del golpe?",Negativo
"A eso se llama GOLPE DE ESTADOny ahí en donde las FUERZAS ARMADAS deben intervenir a favor del pueblo, de lo contrario habrá una GUERRA CIVIL.??",Neutro
@unsch.oficial Donde estás que no te veo ??,Negativo
@medicina_upch @marcacayetano ?????? Para cuándo ...,Negativo
Suspendan las clases en toda las U(s) para marchar tranquilo. Ahí sí les creo.,Negativo
Toda la caviarada junta! ??,Neutro
@sebastiantonioe,Neutro
@udelpacifico,Neutro
????????,Positivo
????pucp,Positivo
????????????????????????????????????,Positivo
PUCP??????,Positivo
En defensa de la democracia y de la SUNEDU,Neutro
Debieron nombrar lo que pasó ayer como lo que fue: UN GOLPE DE ESTADO.,Negativo
No vas a separarte ahora que ya todos saben que estuviste involucrada en la vacancia y tienes nexos con Antero!!,Negativo
@ucontinental ????,Negativo
??,Neutro
????,Positivo
Universidades rojas ??,Negativo
Esperemos que otras instituciones muestren su postura,Negativo
@udelpacifico y nosotros????,Negativo
@reupunido @participacionup,Neutro
"Aprende, @unmsm_",Negativo
Quieren crear universidades pacharacas para lucrar con la educación y adicional a ello quitar la autoridad a Sunedu. Luchemos para no retroceder en educación.,Negativo
Me perdi su comunicado cuando si hubo un golpe de estado el 30.09.19. La PUCP como casa de estudios importantisima y mi alma mater debe erigirse por encima de la inmediatez y tendencia de las personas que hoy la dirigen. No debe emitir opiniones politicas circunstanciales.,Negativo
@medicina_upch,Neutro
@nicolediana.00,Neutro
@udepiura @cdcudep @udepiura,Neutro
Me parece muy justo y estoy totalmente de acuerdo..cuenten con mi apoyo..!! TOD@S JUNTO@S LUCHEMOS POR LA DEMOCRACIA Y EN CONTRA DE LA CORRUPCIÓN.,Positivo
@jeanpaul._.07,Neutro
@upcedu @upcedu @generacion_upc,Neutro
"@upcedu y ustedes qué. Tienen carrera de Ciencias políticas por las huevas, sólo para seguir sacando plata. Miserables",Negativo
"El golpe lo dio Vizcarra no respeto el tiempo del mandato del anterior congreso, nadie dijo nada, todos avalaron. Aprendan a eno elegir políticos ladrones reciclados así se evitarían dar lástima como pueblo.",Negativo
@andrelu_kobashigawa16,Neutro
"@generacion_upc,  @upcedu UPC También quiero verte ahí!",Negativo
????????????,Positivo
@medicina_upch aloo???,Negativo
"Que piensa la PUCP de que sus egresados y el ex director de CENTRUM sean ministros, a mí me da vergüenza",Negativo
"Se apoya la iniciativa de NO A LA ELCCIÓN DEL TRIBUNAL CONSTITUCIONAL, en estas condiciones donde un congreso no representa al pueblo, y un presidente que solo por intereses personales decidio apoderarse del ejecutivo.",Negativo
Excelente mensaje de nuestra querida PUCP. Lamento que el nuevo ministro de educación legitime las acciones del congreso.,Positivo
"En ninguna parte del comunicado dice que sea un golpe de estado, lo de golpe de estado lo veo en la televisión",Neutro
@so.lofi ok nini,Neutro
"@erik_lino_r Ahre se quería quedar con la última palabra. Bueno, bye man.",Negativo
"@so.lofi no entendí completo tu escrito, pero bye.",Negativo
@erik_lino_r Este es el link donde puede leer que la PUCP se pronuncia sobre crisis institucional luego del cierre del congreso: https://puntoedu.pucp.edu.pe/noticias/comunicado-de-la-pucp-up-y-uarm-frente-a-la-crisis-institucional/,Neutro
"@erik_lino_r Vizcarra no lo hizo porque él quizo, EL PUEBLO QUIZO DISOLVER EL CONGRESO... ESO ES DEMOCRACIA ????",Positivo
"Permíteme reír ??, quién es el pueblo tú o Vizcarra y su cúpula?",Negativo
@erik_lino_r El pueblo!??????,Positivo
"@erik_lino_r ¿ QUIEN CHUCHA ES MERINO? Recién lo acabo de conocer, eso quiere decir QUE NO HUBO ELECCIONES PRESIDENCIALES.??",Negativo
"@erik_lino_r Erick, por dignidad propia, nacionalizate en otra parte",Negativo
"Llegó de la misma manera que llegó a ser presidente Vizcarra por vacancia del otro, similar cómo llego Paniagua. Infórmese entonces porqué tan tarde se entera que congresista tiene.",Negativo
"@erik_lino_r SI NO HUBO ELECCIONES PRESIDENCIALES, ¿ PORQUE VACARON AL VICEPRESIDENTE?POR CONGRESISTAS CON PARTIDOS POLÍTICOS CORRUPTOS",Negativo
"@erik_lino_r por qué había de manifestarse y esas lacras estaban haciendo una repartija queriendo mover los miembros del TC a su antojo, al igual que este congreso todos coludidos para sus intereses personales.",Negativo
@joselitoberrocal jajaja ambos congresos lo eligió el país así que a llorar a otra parte ??,Neutro
"@erik_lino_r a llorar a otra parte es para mediocres conformistas que no quieren ver la realidad que está pasando su país, prefiero levantar mi voz de protesta y no acatar lo que me impone un gobierno que no me representa.",Negativo
"@joselitoberrocal levanta tu voz, llora, has tu pataleta etc etc pero las normas están así y hay que respetarlas.",Negativo
"@erik_lino_r a qué normas te refieres, la protesta es un derecho, si este gobierno te representa es cosa tuya, no el de la mayoría, y esa es la función de los gobernantes representar y trabajar para intereses del pueblo no intereses propios.",Neutro
"@joselitoberrocal a ver te explicaré como para Niño de primaria, el congreso es elegido por voluntad popular, el congreso tiene entre sus atribuciones poder vacar a un presidente, cuando se la vacancia y no se tiene vicepresidente asume él presidenta del legislativo, así está la norma y lo de la mayoría y demás cosas que pones son patrañas.",Negativo
"@erik_lino_r en ese entonces quieras o no era constitucional, las personas que salen a ""llorar"" como dices son quienes luchan tanto por sus derechos como los tuyos o los míos. Si, escogimos nuevamente un congreso de mierda, pero dime tú como quieres que elijamos bien un congreso si no todas las personas tienen acceso a informarse, yo te hablo desde una posición privilegiada como la tuya por lo que leo y se que no puedo encontrar tan fácilmente toda la información de cada candidato y cuando pasan cosas como esta empieza a salir toda la información. Yo marchó por la democracia y que el sistema electoral me dé la información de cada candidato como uno la da al buscar un trabajo porque el pueblo somos los empleadores.",Negativo
"@la.munozz la información está, en la ONPE y JNE está colgado la hoja de vida de los candidatos, es más en cada departamento se sabe de qué pie cojea cada candidato, pero muchos no tienen las ganas de informarse, y si luchas pro la democracia debiste salir cuando Vizcarra cerró el Congreso que fue un acto inconstitucional y que la gente haya apoyado no cambia ello. Asia ir voten bien para que no estén haciendo otra vez marchas, porque si seguimos así mejor elijamos cada año presidente y congresistas.",Negativo
"@erik_lino_r no, no es así. La información que vez ahí no es completa y como dije antes hablas de una posición privilegiada como yo, pero no todas las personas tienen acceso a Internet, señal o siquiera agua.",Negativo
@la.munozz y que hacemos seguimos esperando voten mal y cada año hacer protestas y salir con la cantaleta de no me representas? Una opción sería voto voluntario pero es algo complejo porque muchos saldrían a decir que así nadie votaría etc. Queda votar a conciencia y proporcionar información a los que no la tienen.,Neutro
@erik_lino_r te gusta quedar así ???????? frente a todo internet?,Negativo
@so.lofi no creo entrar a tu profesión estimada.,Negativo
"@erik_lino_r ok, boomer",Neutro
"Ya Vizcarra pateó la democracia cuando cerró el anterior Congreso, lastima que ahí no se manifestaron...",Negativo
Excelente mensaje.,Negativo
No saben lo poderoso que es este mensaje ?,Positivo
Es una pena pero de la SUNEDU no quedará ni el recuerdo. Lamentable.,Negativo
"La UNI junto a San Marcos y otras más son parte de la ANUPP, y esa asociación está ahí, ha dado como acuerdo de todos sus integrantes.",Neutro
@jtrigoso8 tú lo haz dicho ??,Positivo
@jtrigoso8 aeaaaaa gracias bro ;),Positivo
@uni_oficial ???,Neutro
UNHEVAL ?? PUCP??,Negativo
????PUCP ????,Positivo
????????????????????,Positivo
??????,Positivo
??????PUCP??????,Positivo
@unmsm_ ????,Negativo
??????,Positivo
Miren el mensaje que les deje en dm. Su profesor de idioma se expresa de manera despreciable hacia alumnos de la católica,Negativo
??,Positivo
@abigail_qb amoooo <3,Positivo
@luzmeryhuarac :),Positivo
??????,Positivo
??PUCP,Positivo
En la del centro ni hay derecho creo xd,Negativo
QUE DESGRACIA....Y,Negativo
@marcacayetano @medicina_upch ???,Negativo
@silvia_wong22 tú tmb,Neutro
@andrealrg99 etiqueta a la u,Negativo
@marcacayetano @medicina_upch @posgradoupch Para cuando,Negativo
@marcacayetano @medicina_upch ?!,Negativo
@upcedu,Neutro
@medicina_upch @oubucayetano @marcacayetano faltas tu UPCH,Negativo
@universidadutp,Neutro
@marcacayetano @favez_upch para cuando tú Cayetano,Negativo
@rojaslacesar17 mucho testo,Negativo
@davidgl.24  Lee todo,Neutro
@angie_htello  lo único bueno de la u,Negativo
@favez_upch @medicina_upch se pronuncian? Algo?,Negativo
@saarquarella  @yesse_alexa :0,Neutro
PUCP ??,Positivo
"Las Universidades, instituciones poseedoras del conocimiento científico, deben poner este patrimonio inmaterial al servicio del desarrollo integral de todo el pueblo Peruano.",Neutro
@viviana.killa @th_maq,Neutro
@juancofern la rcsmr nunca espero nada de mí y aún así logro decepcionarme csnr,Negativo
@charlonsilvat ??,Neutro
"@charlonsilvat, ya sabes ??",Neutro
"Ñaaa.... Tengo dos gatos y un poddle, para qué chingados quiero pareja!? ????",Negativo
"Trabajo si, amor no ??????",Positivo
Y la del perro ????????,Neutro
@sandrxbenites este es mi año dicen,Positivo
@hugofloooo,Neutro
@sebastian.limo k,Neutro
@susanahuarcayasoto eres una ratita jiji ????,Positivo
@florchi17,Neutro
Y para el caballo?,Positivo
Falta la cabra ??,Negativo
@fern.v.nda caballo,Neutro
@diegoastonitos,Neutro
@ylatan_19 @dianacaronav suave con la cábala ????,Neutro
Justo cuando pensé que era mi año ??,Neutro
"@karen_abrahamzon  jajaj recibire la visita de un auditor, launica visita que espero es ma tuya, osea vendras a visitarme y cririxarme",Neutro
@mayuzavalam tia mamá!!!! ?????????????????,Negativo
Tia mama @mayuzavalam,Neutro
Buuu solo esas líneas ??,Negativo
"Trabajo confirmed, pero el amor :'c",Neutro
@krengifosoria ??,Neutro
@leandrojeffrey te dije,Neutro
@_marce.17 justo en la rata xdd,Neutro
@alessia_aldana justo para ti xdd,Neutro
@alessia_aldana xd,Neutro
El buey macho,Neutro
@cyanide_sun___,Neutro
??????chévere,Positivo
@nahediaz Es caballo,Neutro
Y el año 1990?,Negativo
@herediadlavega,Neutro
????????????,Negativo
@adria_marcelo_8,Neutro
??,Neutro
F por mi estomago (?,Negativo
@hija_de_la_guerra en la siguiente galería,Neutro
Y el mono,Negativo
@lissetgregorio No estoy,Negativo
@deysi_npb si estás sigue la imagen,Positivo
"@lissetgregorio ya seguí, no estoy",Negativo
@marygregoriobazan  @cirobv19 @elarperez @deysi_npb  @dorisbazanarribasplata @nelidabazan63 @mariaberenis @alicianayelli_29,Neutro
@pepp3roniplayboy en la siguiente galería,Neutro
